index,team_name,team_name_abb,match_date,vs_or_at,opp_team_abb,opp_team_img_url,finished,w_or_l,score_team,score_opp,league
53,liverpool,LIV,10/5,VS,LEI,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/english-premier-league/retina/7127.vresize.36.36.medium.0.png,False,,,,EPL
54,liverpool,LIV,10/20,AT,MAN,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/english-premier-league/retina/6157.vresize.36.36.medium.0.png,False,,,,EPL
55,liverpool,LIV,10/23,AT,GNK,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/belg/6183.vresize.36.36.medium.0.png,False,,,,UCL
56,liverpool,LIV,10/27,VS,TOT,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/english-premier-league/retina/6154.vresize.36.36.medium.0.png,False,,,,EPL
57,liverpool,LIV,11/2,AT,AV,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/english-premier-league/retina/6144.vresize.36.36.medium.0.png,False,,,,EPL
58,liverpool,LIV,11/5,VS,GNK,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/belg/6183.vresize.36.36.medium.0.png,False,,,,UCL
59,liverpool,LIV,11/10,VS,MCI,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/english-premier-league/retina/6158.vresize.36.36.medium.0.png,False,,,,EPL
60,real-madrid,RMD,8/24,VS,VLD,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/la-liga/retina/7189.vresize.36.36.medium.0.png,True,D,1,1,La Liga
61,real-madrid,RMD,9/1,AT,VIL,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/la-liga/retina/6170.vresize.36.36.medium.0.png,True,D,2,2,La Liga
62,real-madrid,RMD,9/14,VS,LEV,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/la-liga/retina/6166.vresize.36.36.medium.0.png,True,W,3,2,La Liga
63,real-madrid,RMD,9/18,AT,PSG,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/ligue-1/retina/6409.vresize.36.36.medium.0.png,True,L,0,3,UCL
64,real-madrid,RMD,9/22,AT,SEV,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/la-liga/retina/6167.vresize.36.36.medium.0.png,True,W,1,0,La Liga
65,real-madrid,RMD,9/25,VS,OSA,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/copa-rey/6175.vresize.36.36.medium.0.png,False,,,,La Liga
66,real-madrid,RMD,9/28,AT,ATM,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/la-liga/retina/6172.vresize.36.36.medium.0.png,False,,,,La Liga
67,real-madrid,RMD,10/1,VS,CB,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/belg/6181.vresize.36.36.medium.0.png,False,,,,UCL
68,real-madrid,RMD,10/5,VS,GRA,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/la-liga/retina/23420.vresize.36.36.medium.0.png,False,,,,La Liga
69,real-madrid,RMD,10/19,AT,MLL,https://b.fssta.com/uploads/application/bigboard/soccer/defaultTeamLogo.png,False,,,,La Liga
70,real-madrid,RMD,10/22,AT,GAL,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/tsl/6455.vresize.36.36.medium.0.png,False,,,,UCL
71,real-madrid,RMD,10/27,AT,BAR,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/la-liga/retina/6162.vresize.36.36.medium.0.png,False,,,,La Liga
72,real-madrid,RMD,10/30,VS,LGN,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/la-liga/retina/26846.vresize.36.36.medium.0.png,False,,,,La Liga
73,real-madrid,RMD,11/3,VS,BET,https://b.fssta.com/uploads/content/dam/fsdigital/fscom/global/dev/static_resources/soccer/teams/la-liga/retina/6168.vresize.36.36.medium.0.png,False,,,,La Liga
